contador,fecha,hora,humedad,temperatura,acelX,acelY,acelZ,gyroX,gyroY,gyroZ,pitch,roll,maltrato
1063,1/1/2000,0:0:0,63.00,34.00,589,539,3843,-41,-55,-37,4.82,-9.57,0
1064,1/1/2000,0:0:0,63.00,34.00,651,568,3742,-20,51,-45,4.83,-9.57,0
1065,1/1/2000,0:0:0,63.00,34.00,610,536,3863,43,-96,-119,4.83,-9.57,0
1066,1/1/2000,0:0:0,63.00,34.00,585,611,3822,-23,-64,-74,4.83,-9.57,0
1067,1/1/2000,0:0:0,63.00,34.00,637,572,3715,24,4,29,4.83,-9.57,0
1068,1/1/2000,0:0:0,63.00,34.00,608,557,3904,19,-10,-10,4.83,-9.57,0
1069,1/1/2000,0:0:0,63.00,34.00,619,575,3769,40,11,2,4.83,-9.57,0
1070,1/1/2000,0:0:0,63.00,34.00,646,566,3779,-2,-77,-16,4.84,-9.57,0
1071,1/1/2000,0:0:0,63.00,34.00,577,529,3861,-84,21,-27,4.84,-9.57,0
1072,1/1/2000,0:0:0,63.00,34.00,656,549,3794,-11,74,38,4.84,-9.57,0
1073,1/1/2000,0:0:0,63.00,34.00,624,520,3832,3,6,-61,4.84,-9.57,0
1074,1/1/2000,0:0:0,63.00,34.00,600,566,3757,-85,-83,-75,4.84,-9.57,0
1075,1/1/2000,0:0:0,62.00,34.30,610,561,3796,-16,-36,-1,4.84,-9.57,0
1076,1/1/2000,0:0:0,62.00,34.30,591,545,3838,16,17,-8,4.84,-9.57,0
1077,1/1/2000,0:0:0,62.00,34.30,642,547,3774,52,-26,44,4.84,-9.57,0
1078,1/1/2000,0:0:0,62.00,34.30,663,566,3739,5,3,1,4.84,-9.57,0
1079,1/1/2000,0:0:0,62.00,34.30,639,581,3812,-33,11,-35,4.84,-9.57,0
1080,1/1/2000,0:0:0,62.00,34.30,607,542,3763,14,-56,-15,4.85,-9.57,0
1081,1/1/2000,0:0:0,62.00,34.30,633,537,3825,-11,-34,-49,4.85,-9.57,0
1082,1/1/2000,0:0:0,62.00,34.30,671,578,3721,79,-75,-43,4.85,-9.57,0
1083,1/1/2000,0:0:0,62.00,34.30,568,550,3794,-2,-52,3,4.85,-9.57,0
1084,1/1/2000,0:0:0,62.00,34.30,657,554,3799,-11,72,5,4.85,-9.57,0
1085,1/1/2000,0:0:0,62.00,34.30,652,521,3818,19,-12,-49,4.85,-9.57,0
1086,1/1/2000,0:0:0,62.00,34.30,628,550,3775,36,-6,-66,4.86,-9.57,0
1087,1/1/2000,0:0:0,62.00,34.30,618,572,3736,14,-24,-17,4.86,-9.57,0
1088,1/1/2000,0:0:0,62.00,34.30,594,543,3782,56,43,0,4.86,-9.57,0
1089,1/1/2000,0:0:0,62.00,34.30,598,558,3782,-38,-51,31,4.86,-9.57,0
1090,1/1/2000,0:0:0,62.00,34.30,644,563,3798,-46,77,2,4.86,-9.57,0
1091,1/1/2000,0:0:0,62.00,34.30,598,530,3849,29,-28,-2,4.87,-9.58,0
1092,1/1/2000,0:0:0,62.00,34.30,572,567,3788,1,-21,13,4.87,-9.58,0
1093,1/1/2000,0:0:0,62.00,34.30,631,571,3760,8,54,56,4.87,-9.58,0
1094,1/1/2000,0:0:0,62.00,34.30,579,551,3848,0,-6,78,4.87,-9.58,0
1095,1/1/2000,0:0:0,62.00,34.30,637,548,3780,73,52,127,4.87,-9.57,0
1096,1/1/2000,0:0:0,62.00,34.30,627,539,3761,5,-41,75,4.87,-9.57,0
1097,1/1/2000,0:0:0,62.00,34.30,660,533,3752,48,99,20,4.88,-9.57,0
1098,1/1/2000,0:0:0,62.00,34.30,617,533,3812,-25,-139,-21,4.88,-9.57,0
1099,1/1/2000,0:0:0,62.00,34.30,630,538,3831,-7,-40,-62,4.88,-9.58,0
1100,1/1/2000,0:0:0,62.00,34.30,621,561,3780,62,-151,-96,4.88,-9.58,0
1101,1/1/2000,0:0:0,62.00,34.30,555,578,3763,-4,-2,-23,4.88,-9.58,0
1102,1/1/2000,0:0:0,62.00,34.30,685,564,3749,-11,74,43,4.89,-9.58,0
1103,1/1/2000,0:0:0,60.00,34.60,643,540,3802,5,-33,-22,4.89,-9.58,0
1104,1/1/2000,0:0:0,60.00,34.60,601,547,3770,-73,13,1,4.89,-9.58,0
1105,1/1/2000,0:0:0,60.00,34.60,620,562,3753,-38,22,9,4.89,-9.58,0
1106,1/1/2000,0:0:0,60.00,34.60,584,510,3879,71,-99,-14,4.89,-9.58,0
1107,1/1/2000,0:0:0,60.00,34.60,640,565,3747,-54,113,-96,4.89,-9.58,0
1108,1/1/2000,0:0:0,60.00,34.60,655,542,3771,28,58,-24,4.89,-9.58,0
1109,1/1/2000,0:0:0,60.00,34.60,625,554,3918,-17,-10,-132,4.90,-9.58,0
1110,1/1/2000,0:0:0,60.00,34.60,596,604,3722,109,102,-45,4.90,-9.58,0
1111,1/1/2000,0:0:0,60.00,34.60,586,572,3760,103,-7,66,4.90,-9.58,0
1112,1/1/2000,0:0:0,60.00,34.60,638,535,3858,10,-40,-13,4.90,-9.58,0
1113,1/1/2000,0:0:0,60.00,34.60,605,566,3798,69,-100,33,4.91,-9.58,0
1114,1/1/2000,0:0:0,60.00,34.60,641,561,3806,50,-46,-29,4.91,-9.58,0
1115,1/1/2000,0:0:0,60.00,34.60,629,541,3774,-61,-129,-60,4.91,-9.58,0
1116,1/1/2000,0:0:0,60.00,34.60,612,571,3801,-115,141,-131,4.91,-9.58,0
1117,1/1/2000,0:0:0,60.00,34.60,645,571,3744,18,82,-52,4.92,-9.58,0
1118,1/1/2000,0:0:0,60.00,34.60,596,587,3835,5,4,-34,4.92,-9.58,0
1119,1/1/2000,0:0:0,60.00,34.60,620,598,3820,28,76,27,4.92,-9.58,0
1120,1/1/2000,0:0:0,60.00,34.60,579,555,3828,76,-78,81,4.92,-9.58,0
1121,1/1/2000,0:0:0,60.00,34.60,598,543,3810,57,-10,58,4.93,-9.58,0
1122,1/1/2000,0:0:0,60.00,34.60,633,557,3750,49,40,11,4.93,-9.58,0
1123,1/1/2000,0:0:0,60.00,34.60,618,548,3766,8,117,-45,4.93,-9.58,0
1124,1/1/2000,0:0:0,60.00,34.60,615,583,3782,8,30,-39,4.93,-9.57,0
1125,1/1/2000,0:0:0,60.00,34.60,590,604,3787,44,131,-90,4.94,-9.57,0
1126,1/1/2000,0:0:0,60.00,34.60,555,579,3803,62,60,0,4.94,-9.57,0
1127,1/1/2000,0:0:0,60.00,34.60,605,597,3760,18,71,-11,4.94,-9.57,0
1128,1/1/2000,0:0:0,60.00,34.60,587,618,3735,31,73,-20,4.95,-9.56,0
1129,1/1/2000,0:0:0,60.00,34.60,542,613,3818,-22,62,40,4.95,-9.56,0
1130,1/1/2000,0:0:0,60.00,34.60,549,588,3742,-2,122,82,4.95,-9.56,0
1131,1/1/2000,0:0:0,59.00,35.00,556,537,3792,28,153,102,4.95,-9.55,0
1132,1/1/2000,0:0:0,59.00,35.00,523,559,3842,-155,57,50,4.96,-9.55,0
1133,1/1/2000,0:0:0,59.00,35.00,556,560,3880,-17,51,54,4.96,-9.55,0
1134,1/1/2000,0:0:0,59.00,35.00,549,655,3730,181,178,144,4.96,-9.54,0
1135,1/1/2000,0:0:0,59.00,35.00,562,574,3783,30,-86,110,4.96,-9.54,0
1136,1/1/2000,0:0:0,59.00,35.00,592,512,3850,36,-126,-87,4.96,-9.54,0
1137,1/1/2000,0:0:0,59.00,35.00,557,658,3634,168,314,-251,4.97,-9.53,0
1138,1/1/2000,0:0:0,59.00,35.00,378,641,3843,-24,124,-61,4.97,-9.53,0
1139,1/1/2000,0:0:0,59.00,35.00,485,594,3943,162,12,98,4.97,-9.52,0
1140,1/1/2000,0:0:0,59.00,35.00,617,619,3813,318,-221,38,4.98,-9.52,0
1141,1/1/2000,0:0:0,59.00,35.00,557,611,3712,-69,-401,-83,4.99,-9.52,0
1142,1/1/2000,0:0:0,59.00,35.00,576,620,3761,-168,-354,-97,4.99,-9.52,0
1143,1/1/2000,0:0:0,59.00,35.00,508,586,3868,-24,-210,-64,4.99,-9.52,0
1144,1/1/2000,0:0:0,59.00,35.00,630,620,3733,108,-80,30,5.00,-9.53,0
1145,1/1/2000,0:0:0,59.00,35.00,619,629,3689,-81,-53,-134,5.00,-9.53,0
1146,1/1/2000,0:0:0,59.00,35.00,539,582,3820,-71,-56,-102,5.00,-9.53,0
1147,1/1/2000,0:0:0,59.00,35.00,600,638,3797,-61,42,-77,5.01,-9.54,0
1148,1/1/2000,0:0:0,59.00,35.00,574,632,3841,-71,-89,-119,5.01,-9.54,0
1149,1/1/2000,0:0:0,59.00,35.00,611,647,3794,48,40,-141,5.01,-9.54,0
1150,1/1/2000,0:0:0,59.00,35.00,601,656,3738,108,-86,-82,5.01,-9.54,0
1151,1/1/2000,0:0:0,59.00,35.00,649,655,3702,59,27,-81,5.02,-9.54,0
1152,1/1/2000,0:0:0,59.00,35.00,640,597,3781,10,-146,-42,5.02,-9.55,0
1153,1/1/2000,0:0:0,59.00,35.00,552,629,3759,-15,58,-36,5.02,-9.55,0
1154,1/1/2000,0:0:0,59.00,35.00,655,640,3737,-81,-8,98,5.03,-9.55,0
1155,1/1/2000,0:0:0,59.00,35.00,633,580,3759,-71,-34,66,5.03,-9.55,0
1156,1/1/2000,0:0:0,59.00,35.00,717,559,3654,-272,145,-147,5.03,-9.55,0
1157,1/1/2000,0:0:0,59.00,35.00,583,595,3772,-419,-262,-129,5.03,-9.56,0
1158,1/1/2000,0:0:0,59.00,35.00,580,550,3898,-273,127,-97,5.02,-9.56,0
1159,1/1/2000,0:0:0,58.00,35.40,764,513,3811,56,-200,-113,5.02,-9.56,1
1160,1/1/2000,0:0:0,58.00,36.00,401,609,3779,99,-35,-121,5.02,-9.56,1
1161,1/1/2000,0:0:0,58.00,36.00,462,635,3715,-116,-212,53,5.02,-9.56,1
1162,1/1/2000,0:0:0,58.00,36.00,515,580,3809,79,-85,99,5.02,-9.57,0
1163,1/1/2000,0:0:0,58.00,36.00,547,601,3745,-46,-47,0,5.01,-9.57,0
1164,1/1/2000,0:0:0,58.00,36.00,563,570,3831,133,48,81,5.01,-9.57,0
1165,1/1/2000,0:0:0,58.00,36.00,514,581,3807,-2,33,39,5.01,-9.57,0
1166,1/1/2000,0:0:0,58.00,36.00,531,610,3773,7,-12,21,5.01,-9.58,0
1167,1/1/2000,0:0:0,58.00,36.00,455,583,3863,-152,-24,-24,5.01,-9.58,0
1168,1/1/2000,0:0:0,58.00,36.00,619,583,3767,-42,-6,-31,5.01,-9.58,0
1169,1/1/2000,0:0:0,58.00,36.00,472,587,3827,46,30,170,5.01,-9.58,0
1170,1/1/2000,0:0:0,57.00,35.80,529,605,3760,-217,-90,-112,5.01,-9.58,1
1171,1/1/2000,0:0:0,57.00,35.80,644,-11,3741,-825,-620,-1436,5.01,-9.59,1
1172,1/1/2000,0:0:0,57.00,36.40,147,34,3903,603,670,-7961,5.01,-9.58,1
1173,1/1/2000,0:0:0,57.00,36.40,-91,177,3004,275,-188,-1337,5.02,-9.58,1
1174,1/1/2000,0:0:0,54.00,37.10,411,449,3031,-428,-800,-2503,5.03,-9.58,1
1175,1/1/2000,0:0:0,54.00,37.10,532,425,2813,1320,624,-2888,5.05,-9.57,1
1176,1/1/2000,0:0:0,53.00,36.90,876,579,3027,-56,-14,-1887,5.07,-9.56,1
1177,1/1/2000,0:0:0,53.00,36.90,215,947,3255,-1228,64,-142,5.08,-9.56,1
1178,1/1/2000,0:0:0,51.00,36.90,97,332,4070,209,2453,1920,5.09,-9.54,1
1179,1/1/2000,0:0:0,51.00,36.90,531,873,3967,318,152,-1215,5.10,-9.52,1
1180,1/1/2000,0:0:0,51.00,36.90,258,807,3890,-37,138,-308,5.11,-9.50,0
1181,1/1/2000,0:0:0,51.00,36.90,242,791,3786,-190,-3,-226,5.12,-9.48,0
1182,1/1/2000,0:0:0,51.00,36.90,246,842,3869,-84,-66,-168,5.13,-9.47,0
1183,1/1/2000,0:0:0,51.00,36.90,244,847,3734,-33,-42,-65,5.13,-9.45,0
1184,1/1/2000,0:0:0,51.00,36.90,320,860,3751,-151,-29,0,5.14,-9.44,0
1185,1/1/2000,0:0:0,51.00,36.90,217,854,3771,-167,-63,-34,5.14,-9.43,0
1186,1/1/2000,0:0:0,49.00,37.00,333,758,3764,-200,-46,12,5.15,-9.42,1
1187,1/1/2000,0:0:0,49.00,37.00,474,968,3759,237,-77,1816,5.15,-9.41,1
1188,1/1/2000,0:0:0,46.00,37.20,901,1101,3709,617,-412,44,5.15,-9.41,1
1189,1/1/2000,0:0:0,46.00,37.20,968,1335,4148,-44,-343,-330,5.16,-9.41,1
1190,1/1/2000,0:0:0,43.00,38.00,1314,1100,4588,204,-264,445,5.17,-9.41,1
1191,1/1/2000,0:0:0,43.00,38.00,1388,1154,4148,910,-752,1103,5.18,-9.41,1
1192,1/1/2000,0:0:0,40.00,37.10,1930,825,4079,1379,706,3408,5.19,-9.42,1
1193,1/1/2000,0:0:0,40.00,37.10,830,688,3303,223,465,1206,5.21,-9.42,1
1194,1/1/2000,0:0:0,40.00,37.10,428,710,4063,420,297,-1237,5.22,-9.42,0
1195,1/1/2000,0:0:0,40.00,37.10,419,636,3143,259,-610,-396,5.24,-9.42,0
1196,1/1/2000,0:0:0,40.00,37.10,690,608,3461,-546,-120,-535,5.25,-9.42,0
1197,1/1/2000,0:0:0,40.00,37.10,816,680,3462,-336,253,-743,5.27,-9.42,0
1198,1/1/2000,0:0:0,40.00,37.10,917,891,3651,-382,91,-683,5.27,-9.42,0
1199,1/1/2000,0:0:0,40.00,37.10,660,1042,4137,-4,-378,-324,5.28,-9.42,0
1200,1/1/2000,0:0:0,40.00,37.10,779,1130,3741,283,-262,-4,5.29,-9.43,0
1201,1/1/2000,0:0:0,40.00,38.20,160,605,4095,-435,-838,307,5.30,-9.44,1
1202,1/1/2000,0:0:0,40.00,38.20,206,747,3702,-390,281,-1251,5.30,-9.44,1
1203,1/1/2000,0:0:0,38.00,36.70,528,550,3680,-325,751,288,5.30,-9.44,1
1204,1/1/2000,0:0:0,38.00,36.70,34,755,3736,54,82,237,5.30,-9.44,1
1205,1/1/2000,0:0:0,38.00,36.50,171,718,3746,334,-34,138,5.31,-9.44,1
1206,1/1/2000,0:0:0,38.00,36.50,103,711,3809,48,193,-22,5.31,-9.43,1
1207,1/1/2000,0:0:0,38.00,36.50,76,723,3809,19,64,-71,5.31,-9.43,0
1208,1/1/2000,0:0:0,38.00,36.50,169,723,3789,17,-87,-52,5.32,-9.43,0
1209,1/1/2000,0:0:0,38.00,36.50,184,744,3820,-86,-6,-124,5.32,-9.43,0
1210,1/1/2000,0:0:0,38.00,36.50,129,741,3795,60,-33,-89,5.33,-9.42,0
1211,1/1/2000,0:0:0,38.00,36.50,124,784,3783,-49,-70,-62,5.33,-9.42,0
1212,1/1/2000,0:0:0,38.00,36.50,230,727,3741,-65,-121,-104,5.33,-9.42,0
1213,1/1/2000,0:0:0,38.00,36.50,45,753,3854,-60,58,-33,5.33,-9.42,0
1214,1/1/2000,0:0:0,38.00,36.50,191,746,3740,24,11,-5,5.34,-9.42,0
1215,1/1/2000,0:0:0,38.00,36.50,114,718,3841,-5,-91,-32,5.34,-9.42,0
1216,1/1/2000,0:0:0,38.00,36.50,193,744,3731,-17,68,-43,5.34,-9.41,0
1217,1/1/2000,0:0:0,38.00,36.50,130,758,3773,52,105,4,5.34,-9.41,0
1218,1/1/2000,0:0:0,38.00,36.50,68,716,3863,-78,35,-3,5.35,-9.41,0
1219,1/1/2000,0:0:0,38.00,36.50,137,757,3775,-3,-37,-9,5.35,-9.40,0
1220,1/1/2000,0:0:0,39.00,36.10,115,739,3775,-14,-46,-29,5.35,-9.40,0
1221,1/1/2000,0:0:0,39.00,36.10,237,687,3747,-89,-29,-122,5.35,-9.40,1
1222,1/1/2000,0:0:0,38.00,37.10,-8,788,3750,125,115,94,5.36,-9.40,1
1223,1/1/2000,0:0:0,38.00,37.10,-5,866,3865,-2,-90,-395,5.36,-9.39,1
1224,1/1/2000,0:0:0,39.00,37.00,107,800,3762,-81,2,-79,5.36,-9.39,1
1225,1/1/2000,0:0:0,39.00,37.00,56,744,3734,-9,80,8,5.36,-9.39,1
1226,1/1/2000,0:0:0,38.00,36.60,95,767,3793,-14,25,5,5.37,-9.38,1
1227,1/1/2000,0:0:0,38.00,36.60,83,763,3766,-35,16,-20,5.37,-9.38,1
1228,1/1/2000,0:0:0,39.00,36.40,43,749,3800,-18,-34,37,5.37,-9.37,1
1229,1/1/2000,0:0:0,39.00,36.40,-2,758,3803,-69,419,127,5.37,-9.37,1
1230,1/1/2000,0:0:0,39.00,36.00,22,708,3821,23,24,-58,5.37,-9.36,1
1231,1/1/2000,0:0:0,39.00,36.00,-50,702,3829,128,-233,-75,5.38,-9.36,1
1232,1/1/2000,0:0:0,38.00,35.70,-72,740,3834,163,-92,-19,5.38,-9.35,1
1233,1/1/2000,0:0:0,38.00,35.70,67,745,3748,-8,-222,-144,5.38,-9.35,1
1234,1/1/2000,0:0:0,38.00,35.70,70,768,3809,-23,38,19,5.39,-9.35,0
1235,1/1/2000,0:0:0,38.00,35.70,93,826,3774,34,-44,-54,5.39,-9.35,0
1236,1/1/2000,0:0:0,38.00,35.70,92,816,3782,-16,-8,23,5.39,-9.34,0
1237,1/1/2000,0:0:0,38.00,35.70,50,786,3743,-2,-46,47,5.40,-9.34,0
1238,1/1/2000,0:0:0,38.00,35.70,89,793,3795,-27,108,-54,5.40,-9.34,0
1239,1/1/2000,0:0:0,38.00,35.70,108,747,3819,25,-22,-52,5.40,-9.34,0
1240,1/1/2000,0:0:0,38.00,35.70,19,813,3784,-31,37,-51,5.41,-9.33,0
1241,1/1/2000,0:0:0,38.00,35.70,109,814,3723,97,-30,0,5.41,-9.33,0
1242,1/1/2000,0:0:0,38.00,35.70,85,782,3840,-17,-19,-9,5.41,-9.33,0
1243,1/1/2000,0:0:0,38.00,35.70,90,789,3750,19,-6,0,5.42,-9.32,0
1244,1/1/2000,0:0:0,38.00,35.50,100,706,3834,1,-15,-42,5.42,-9.32,1
1245,1/1/2000,0:0:0,38.00,35.50,119,935,3712,259,31,1106,5.42,-9.32,1
1246,1/1/2000,0:0:0,39.00,35.90,191,975,3705,-316,740,-184,5.42,-9.31,1
1247,1/1/2000,0:0:0,39.00,35.90,-74,943,3697,52,310,1806,5.43,-9.30,1
1248,1/1/2000,0:0:0,40.00,36.00,127,823,3792,-124,-330,291,5.43,-9.30,1
1249,1/1/2000,0:0:0,40.00,36.00,276,806,3677,291,-62,-431,5.43,-9.29,1
1250,1/1/2000,0:0:0,39.00,36.20,259,836,3455,-58,388,-623,5.43,-9.29,1
1251,1/1/2000,0:0:0,39.00,36.20,36,952,3749,-108,-180,-359,5.43,-9.28,1
1252,1/1/2000,0:0:0,39.00,36.50,130,847,3755,54,-46,4,5.44,-9.27,1
1253,1/1/2000,0:0:0,39.00,36.50,202,958,3743,9,-124,-261,5.44,-9.27,1
1254,1/1/2000,0:0:0,40.00,36.00,252,898,3725,14,18,-66,5.44,-9.27,1
1255,1/1/2000,0:0:0,40.00,36.00,153,878,3770,-23,49,-32,5.45,-9.26,0
1256,1/1/2000,0:0:0,40.00,36.00,162,890,3707,-16,5,3,5.45,-9.26,0
1257,1/1/2000,0:0:0,40.00,36.00,155,917,3727,4,106,-23,5.45,-9.25,0
1258,1/1/2000,0:0:0,40.00,36.00,153,883,3746,-22,3,-43,5.46,-9.25,0
1259,1/1/2000,0:0:0,40.00,36.00,202,888,3720,-38,35,-41,5.46,-9.24,0
1260,1/1/2000,0:0:0,40.00,36.00,109,886,3789,-33,-15,0,5.46,-9.24,0
1261,1/1/2000,0:0:0,40.00,36.00,169,918,3753,-43,21,35,5.46,-9.23,0
1262,1/1/2000,0:0:0,40.00,36.00,149,866,3825,2,-60,-24,5.47,-9.23,0
1263,1/1/2000,0:0:0,40.00,36.00,180,899,3760,-24,-11,-11,5.47,-9.23,0
1264,1/1/2000,0:0:0,40.00,36.00,206,882,3696,6,33,-37,5.47,-9.22,0
1265,1/1/2000,0:0:0,40.00,36.00,228,818,3789,-117,-14,-170,5.47,-9.22,1
1266,1/1/2000,0:0:0,39.00,35.50,181,962,3662,279,202,321,5.48,-9.21,1
1267,1/1/2000,0:0:0,39.00,35.50,-109,997,3559,418,1230,-375,5.48,-9.20,1
1268,1/1/2000,0:0:0,40.00,34.50,4,794,3821,24,123,-11,5.49,-9.19,1
1269,1/1/2000,0:0:0,40.00,34.50,-49,833,3658,-48,388,131,5.50,-9.18,1
1270,1/1/2000,0:0:0,42.00,34.40,-1,806,3738,61,170,-13,5.50,-9.16,1
1271,1/1/2000,0:0:0,42.00,34.40,-137,766,3845,-30,-319,258,5.51,-9.15,1
1272,1/1/2000,0:0:0,43.00,34.20,-111,827,3897,-260,155,-188,5.51,-9.14,1
1273,1/1/2000,0:0:0,43.00,34.20,298,729,3704,162,268,-272,5.51,-9.13,1
1274,1/1/2000,0:0:0,43.00,34.30,0,467,3736,-327,54,92,5.52,-9.12,1
1275,1/1/2000,0:0:0,43.00,34.30,-50,667,3770,56,60,-304,5.52,-9.11,1
1276,1/1/2000,0:0:0,44.00,33.90,-24,643,3761,8,-54,-33,5.52,-9.10,1
1277,1/1/2000,0:0:0,44.00,33.90,66,676,3641,-74,12,135,5.52,-9.09,1
1278,1/1/2000,0:0:0,45.00,33.50,-101,626,3884,36,-463,-240,5.52,-9.08,1
1279,1/1/2000,0:0:0,45.00,33.50,-19,697,3771,22,-90,-61,5.53,-9.08,0
1280,1/1/2000,0:0:0,45.00,33.50,-31,705,3799,-31,-184,-52,5.53,-9.07,0
1281,1/1/2000,0:0:0,45.00,33.50,84,683,3729,12,-16,-104,5.53,-9.07,0
1282,1/1/2000,0:0:0,45.00,33.50,-17,767,3746,-26,-47,-6,5.53,-9.06,0
1283,1/1/2000,0:0:0,45.00,33.50,53,649,3804,-42,-20,-12,5.54,-9.06,0
1284,1/1/2000,0:0:0,45.00,33.50,75,679,3728,-154,23,-174,5.54,-9.06,0
1285,1/1/2000,0:0:0,45.00,33.50,28,704,3865,122,-2,44,5.54,-9.05,0
1286,1/1/2000,0:0:0,45.00,33.50,-94,659,3813,-16,-109,-64,5.54,-9.05,0
1287,1/1/2000,0:0:0,45.00,33.50,59,643,3736,-84,93,-124,5.54,-9.05,0
1288,1/1/2000,0:0:0,45.00,33.50,-29,677,3839,100,-46,-48,5.54,-9.04,0
1289,1/1/2000,0:0:0,45.00,33.50,-21,679,3788,-87,130,33,5.55,-9.04,0
1290,1/1/2000,0:0:0,45.00,33.50,7,686,3724,26,175,6,5.55,-9.03,0
1291,1/1/2000,0:0:0,45.00,33.50,41,636,3837,-36,52,-17,5.55,-9.03,0
1292,1/1/2000,0:0:0,45.00,33.50,27,589,3733,80,143,17,5.55,-9.02,0
1293,1/1/2000,0:0:0,45.00,33.50,129,618,3834,-26,376,-118,5.55,-9.01,0
1294,1/1/2000,0:0:0,45.00,33.50,-49,680,3845,148,97,-165,5.56,-9.00,0
1295,1/1/2000,0:0:0,45.00,33.50,118,560,3881,-10,-160,-342,5.56,-9.00,0
1296,1/1/2000,0:0:0,45.00,33.50,-59,627,3818,148,46,-284,5.56,-8.99,0
1297,1/1/2000,0:0:0,45.00,33.50,-95,728,3873,126,-181,-128,5.57,-8.98,0
1298,1/1/2000,0:0:0,45.00,33.50,-173,770,3821,353,-12,443,5.57,-8.98,0
1299,1/1/2000,0:0:0,45.00,33.50,13,719,3751,403,65,937,5.58,-8.97,0
1300,1/1/2000,0:0:0,45.00,33.50,-32,652,3882,283,-189,877,5.59,-8.97,0
1301,1/1/2000,0:0:0,45.00,33.50,-60,813,3703,318,101,997,5.60,-8.97,0
1302,1/1/2000,0:0:0,45.00,33.50,11,710,3673,259,158,1076,5.61,-8.96,0
1303,1/1/2000,0:0:0,45.00,33.50,-61,721,3814,69,83,961,5.61,-8.96,0
1304,1/1/2000,0:0:0,45.00,33.50,-91,794,3802,38,330,754,5.62,-8.95,0
1305,1/1/2000,0:0:0,45.00,33.50,-54,885,3692,84,353,750,5.62,-8.95,0
1306,1/1/2000,0:0:0,46.00,33.90,-113,890,3867,-23,97,640,5.63,-8.94,0
1307,1/1/2000,0:0:0,46.00,33.90,-81,915,3744,-9,126,600,5.63,-8.93,0
1308,1/1/2000,0:0:0,46.00,33.90,-74,926,3754,16,-45,520,5.64,-8.93,0
1309,1/1/2000,0:0:0,46.00,33.90,-80,1010,3780,10,128,338,5.64,-8.92,0
1310,1/1/2000,0:0:0,46.00,33.90,-19,973,3745,75,-59,294,5.64,-8.92,0
1311,1/1/2000,0:0:0,46.00,33.90,10,988,3659,37,20,40,5.65,-8.91,0
1312,1/1/2000,0:0:0,46.00,33.90,-41,940,3758,-1,199,-239,5.65,-8.90,0
1313,1/1/2000,0:0:0,46.00,33.90,-79,1011,3783,36,215,-311,5.65,-8.90,0
1314,1/1/2000,0:0:0,46.00,33.90,-154,991,3824,-22,16,-130,5.66,-8.89,0
1315,1/1/2000,0:0:0,46.00,33.90,77,873,3540,97,355,-321,5.66,-8.88,0
1316,1/1/2000,0:0:0,46.00,33.90,-98,992,3382,-325,1222,-648,5.67,-8.86,0
1317,1/1/2000,0:0:0,46.00,33.90,-324,972,3611,-472,1187,-777,5.67,-8.84,0
1318,1/1/2000,0:0:0,46.00,33.90,-557,850,3786,-615,1008,-728,5.67,-8.81,0
1319,1/1/2000,0:0:0,46.00,33.90,-571,951,3505,-776,1897,-543,5.66,-8.77,0
1320,1/1/2000,0:0:0,46.00,33.90,-628,593,3337,-1239,807,62,5.65,-8.73,0
1321,1/1/2000,0:0:0,46.00,33.90,-307,175,3922,-470,3140,-1807,5.64,-8.67,0
1322,1/1/2000,0:0:0,46.00,33.90,-1012,449,2986,-1758,-27,-3081,5.62,-8.62,0
1323,1/1/2000,0:0:0,46.00,33.90,-892,88,3394,-2811,-271,-2850,5.59,-8.57,0
1324,1/1/2000,0:0:0,46.00,33.90,-369,54,3337,-2201,1408,-2883,5.55,-8.52,0
1325,1/1/2000,0:0:0,46.00,33.90,-713,-90,3496,-460,988,-3439,5.51,-8.46,0
1326,1/1/2000,0:0:0,46.00,33.90,-1272,-375,3780,-1530,-135,-2249,5.47,-8.40,0
1327,1/1/2000,0:0:0,46.00,33.90,-1101,-516,3780,-297,1533,-1627,5.43,-8.34,0
1328,1/1/2000,0:0:0,46.00,33.90,-1407,-891,4492,563,-159,-2409,5.40,-8.29,0
1329,1/1/2000,0:0:0,46.00,33.90,-894,-502,3620,1074,713,-1912,5.39,-8.23,0
1330,1/1/2000,0:0:0,46.00,33.90,-902,-607,4009,831,-1275,-1479,5.37,-8.19,0
1331,1/1/2000,0:0:0,46.00,33.90,-865,-829,4427,-49,-3570,-1096,5.36,-8.17,0
1332,1/1/2000,0:0:0,46.00,33.90,-471,-518,4275,-675,-3530,-22,5.35,-8.17,0
1333,1/1/2000,0:0:0,46.00,33.90,-262,-525,3361,-747,-1542,724,5.33,-8.19,0
1334,1/1/2000,0:0:0,46.00,33.90,-548,-1020,3686,-1808,1535,810,5.31,-8.19,0
1335,1/1/2000,0:0:0,46.00,33.90,-783,-829,3785,-1408,-1348,-103,5.27,-8.20,0
1336,1/1/2000,0:0:0,46.00,33.90,-48,-845,4620,-83,1034,1319,5.24,-8.20,0
1337,1/1/2000,0:0:0,46.00,33.90,-232,-788,3765,-122,-584,644,5.20,-8.20,0
1338,1/1/2000,0:0:0,46.00,33.90,-338,-995,3408,-77,228,562,5.17,-8.21,0
1339,1/1/2000,0:0:0,46.00,33.90,-355,-1116,3608,-252,361,-115,5.14,-8.21,0
