contador,fecha,hora,humedad,temperatura,acelX,acelY,acelZ,gyroX,gyroY,gyroZ,pitch,roll,maltrato
779,1/1/2000,0:0:0,69.00,30.70,144,714,3981,38,-263,-802,4.00,-9.62,0
780,1/1/2000,0:0:0,69.00,30.70,147,811,3739,196,271,-177,4.00,-9.62,0
781,1/1/2000,0:0:0,69.00,30.70,248,833,3791,-67,341,198,4.01,-9.62,0
782,1/1/2000,0:0:0,69.00,30.70,192,715,3841,61,-3,626,4.01,-9.62,0
783,1/1/2000,0:0:0,69.00,30.70,310,637,3707,66,142,547,4.01,-9.61,0
784,1/1/2000,0:0:0,69.00,30.70,364,578,3649,-188,281,227,4.02,-9.61,0
785,1/1/2000,0:0:0,69.00,30.70,240,498,3938,-488,81,23,4.02,-9.60,0
786,1/1/2000,0:0:0,69.00,30.70,568,271,3987,-367,-415,-390,4.01,-9.60,0
787,1/1/2000,0:0:0,69.00,30.70,196,361,3819,-85,349,-785,4.01,-9.60,0
788,1/1/2000,0:0:0,69.00,30.70,120,633,3685,-290,476,-298,4.01,-9.59,0
789,1/1/2000,0:0:0,69.00,30.70,409,371,4005,-591,44,-656,4.00,-9.58,0
790,1/1/2000,0:0:0,69.00,30.70,554,166,4108,-157,-326,-1388,4.00,-9.58,0
791,1/1/2000,0:0:0,69.00,30.70,541,157,3702,171,-803,-2064,4.00,-9.58,0
792,1/1/2000,0:0:0,69.00,30.70,639,108,3751,-61,-698,-3232,4.00,-9.58,0
793,1/1/2000,0:0:0,69.00,30.70,497,176,4026,-114,-713,-4312,4.00,-9.58,0
794,1/1/2000,0:0:0,69.00,30.70,403,346,3755,252,-260,-4811,4.01,-9.59,0
795,1/1/2000,0:0:0,69.00,30.70,118,546,3712,70,-262,-4397,4.03,-9.59,0
796,1/1/2000,0:0:0,69.00,30.70,355,296,3889,98,-234,-4326,4.05,-9.59,0
797,1/1/2000,0:0:0,69.00,30.70,514,206,3876,565,107,-4515,4.07,-9.59,0
798,1/1/2000,0:0:0,69.00,30.70,319,302,3898,191,-871,-4299,4.10,-9.59,0
799,1/1/2000,0:0:0,70.00,31.10,616,571,3851,-298,-1642,-3543,4.13,-9.60,0
800,1/1/2000,0:0:0,70.00,31.10,374,560,4387,-648,-2128,-2690,4.15,-9.62,0
801,1/1/2000,0:0:0,70.00,31.10,-33,761,3990,-410,-1909,-1913,4.17,-9.65,0
802,1/1/2000,0:0:0,70.00,31.10,370,1026,3092,-213,-912,-1157,4.19,-9.68,0
803,1/1/2000,0:0:0,70.00,31.10,228,657,3660,-830,-737,-1734,4.21,-9.71,0
804,1/1/2000,0:0:0,70.00,31.10,283,692,3932,-546,-334,-2098,4.22,-9.74,0
805,1/1/2000,0:0:0,70.00,31.10,300,902,3792,-125,-129,-2513,4.23,-9.76,0
806,1/1/2000,0:0:0,70.00,31.10,186,782,3919,-242,-180,-2972,4.24,-9.79,0
807,1/1/2000,0:0:0,70.00,31.10,367,753,3766,-232,-433,-3380,4.26,-9.81,0
808,1/1/2000,0:0:0,70.00,31.10,387,786,3777,-330,-807,-3714,4.28,-9.83,0
809,1/1/2000,0:0:0,70.00,31.10,410,877,3669,-523,-901,-3675,4.29,-9.85,0
810,1/1/2000,0:0:0,70.00,31.10,475,1085,3498,-968,-562,-3462,4.30,-9.87,0
811,1/1/2000,0:0:0,70.00,31.10,505,1193,3574,-1140,-278,-2760,4.31,-9.90,0
812,1/1/2000,0:0:0,70.00,31.10,592,1048,3750,-1013,53,-2180,4.31,-9.91,0
813,1/1/2000,0:0:0,70.00,31.10,714,1065,3769,-483,79,-1955,4.32,-9.93,0
814,1/1/2000,0:0:0,70.00,31.10,780,1083,3687,-217,-261,-1677,4.32,-9.94,0
815,1/1/2000,0:0:0,70.00,31.10,765,1022,3965,21,-636,-1086,4.32,-9.96,0
816,1/1/2000,0:0:0,70.00,31.10,772,840,3894,-490,142,-771,4.33,-9.97,0
817,1/1/2000,0:0:0,70.00,31.10,43,328,4218,-111,-824,-482,4.33,-9.98,0
818,1/1/2000,0:0:0,70.00,31.10,184,616,3797,48,-398,-487,4.33,-10.00,0
819,1/1/2000,0:0:0,70.00,31.10,65,728,3738,-87,389,269,4.33,-10.01,0
820,1/1/2000,0:0:0,70.00,31.10,286,465,4015,-29,212,774,4.33,-10.02,0
821,1/1/2000,0:0:0,70.00,31.10,489,712,3632,726,585,1401,4.34,-10.03,0
822,1/1/2000,0:0:0,70.00,31.10,161,677,3624,370,-43,2272,4.34,-10.03,0
823,1/1/2000,0:0:0,70.00,31.10,519,586,3585,147,240,2815,4.34,-10.04,0
824,1/1/2000,0:0:0,70.00,31.10,640,557,3779,415,510,2859,4.34,-10.04,0
825,1/1/2000,0:0:0,70.00,31.10,632,531,3627,252,294,2756,4.34,-10.05,0
826,1/1/2000,0:0:0,71.00,31.50,872,819,3629,147,759,2884,4.34,-10.04,0
827,1/1/2000,0:0:0,71.00,31.50,585,842,4037,382,367,2687,4.34,-10.04,0
828,1/1/2000,0:0:0,71.00,31.50,722,729,3937,924,-136,3231,4.34,-10.04,0
829,1/1/2000,0:0:0,71.00,31.50,929,690,3857,881,-154,2776,4.34,-10.04,0
830,1/1/2000,0:0:0,71.00,31.50,538,773,3822,754,-288,2126,4.34,-10.05,0
831,1/1/2000,0:0:0,71.00,31.50,281,770,3796,623,236,2430,4.35,-10.05,0
832,1/1/2000,0:0:0,71.00,31.50,204,589,3770,706,264,2641,4.36,-10.06,0
833,1/1/2000,0:0:0,71.00,31.50,-11,650,3622,738,358,3342,4.37,-10.06,0
834,1/1/2000,0:0:0,71.00,31.50,238,616,3424,356,1121,3939,4.37,-10.05,0
835,1/1/2000,0:0:0,71.00,31.50,508,370,3876,-560,2467,3403,4.37,-10.04,0
836,1/1/2000,0:0:0,71.00,31.50,549,346,4118,166,1445,2381,4.36,-10.01,0
837,1/1/2000,0:0:0,71.00,31.50,283,501,3967,640,404,2177,4.36,-9.99,0
838,1/1/2000,0:0:0,71.00,31.50,174,523,3874,292,-500,1832,4.36,-9.98,0
839,1/1/2000,0:0:0,71.00,31.50,360,466,3935,338,-22,1230,4.36,-9.96,0
840,1/1/2000,0:0:0,71.00,31.50,555,560,3730,582,203,521,4.36,-9.95,0
841,1/1/2000,0:0:0,71.00,31.50,373,620,3809,90,-56,217,4.37,-9.93,0
842,1/1/2000,0:0:0,71.00,31.50,515,554,3949,-8,-299,247,4.37,-9.93,0
843,1/1/2000,0:0:0,71.00,31.50,453,538,3797,396,-333,195,4.38,-9.92,0
844,1/1/2000,0:0:0,71.00,31.50,505,639,3590,72,-242,141,4.38,-9.91,0
845,1/1/2000,0:0:0,71.00,31.50,577,589,3713,-119,-21,78,4.38,-9.91,0
846,1/1/2000,0:0:0,71.00,31.50,560,610,3864,-98,3,119,4.39,-9.91,0
847,1/1/2000,0:0:0,71.00,31.50,602,648,3720,-54,95,154,4.39,-9.90,0
848,1/1/2000,0:0:0,71.00,31.50,537,704,3770,-8,43,108,4.39,-9.90,0
849,1/1/2000,0:0:0,71.00,31.50,495,646,3784,40,-87,202,4.39,-9.90,0
850,1/1/2000,0:0:0,71.00,31.50,563,637,3777,73,66,126,4.39,-9.89,0
851,1/1/2000,0:0:0,71.00,31.50,575,652,3796,121,-46,78,4.40,-9.89,0
852,1/1/2000,0:0:0,71.00,31.50,550,714,3706,76,-45,60,4.40,-9.89,0
853,1/1/2000,0:0:0,70.00,31.70,583,716,3745,-27,176,91,4.40,-9.89,0
854,1/1/2000,0:0:0,70.00,31.70,603,654,3844,-40,110,55,4.41,-9.89,0
855,1/1/2000,0:0:0,70.00,31.70,568,683,3808,-92,51,8,4.41,-9.88,0
856,1/1/2000,0:0:0,70.00,31.70,584,689,3778,-24,7,48,4.41,-9.88,0
857,1/1/2000,0:0:0,70.00,31.70,521,678,3784,-81,-5,35,4.41,-9.88,0
858,1/1/2000,0:0:0,70.00,31.70,613,699,3772,-60,-53,32,4.41,-9.87,0
859,1/1/2000,0:0:0,70.00,31.70,542,677,3795,133,-36,3,4.42,-9.87,0
860,1/1/2000,0:0:0,70.00,31.70,568,704,3732,-29,-141,34,4.42,-9.87,0
861,1/1/2000,0:0:0,70.00,31.70,616,702,3744,126,-106,38,4.42,-9.87,0
862,1/1/2000,0:0:0,70.00,31.70,574,695,3753,122,-122,41,4.42,-9.87,0
863,1/1/2000,0:0:0,70.00,31.70,628,722,3722,84,83,10,4.43,-9.87,0
864,1/1/2000,0:0:0,70.00,31.70,564,696,3763,39,-199,-6,4.43,-9.87,0
865,1/1/2000,0:0:0,70.00,31.70,573,677,3816,-101,47,-11,4.43,-9.87,0
866,1/1/2000,0:0:0,70.00,31.70,673,701,3722,66,69,60,4.44,-9.88,0
867,1/1/2000,0:0:0,70.00,31.70,614,697,3822,-10,-27,-16,4.44,-9.88,0
868,1/1/2000,0:0:0,70.00,31.70,585,714,3707,8,29,13,4.44,-9.88,0
869,1/1/2000,0:0:0,70.00,31.70,569,672,3785,44,-3,46,4.45,-9.88,0
870,1/1/2000,0:0:0,70.00,31.70,590,686,3805,1,30,-16,4.45,-9.88,0
871,1/1/2000,0:0:0,70.00,31.70,583,701,3763,103,20,38,4.45,-9.88,0
872,1/1/2000,0:0:0,70.00,31.70,612,737,3741,145,10,56,4.46,-9.87,0
873,1/1/2000,0:0:0,70.00,31.70,580,730,3697,42,-130,130,4.46,-9.88,0
874,1/1/2000,0:0:0,70.00,31.70,600,702,3768,52,-48,77,4.47,-9.88,0
875,1/1/2000,0:0:0,70.00,31.70,632,696,3694,52,93,8,4.47,-9.88,0
876,1/1/2000,0:0:0,70.00,31.70,601,713,3797,-33,-74,-28,4.48,-9.88,0
877,1/1/2000,0:0:0,70.00,31.70,579,703,3787,-50,-23,-82,4.48,-9.88,0
878,1/1/2000,0:0:0,70.00,31.70,614,762,3729,76,300,-26,4.48,-9.88,0
879,1/1/2000,0:0:0,70.00,31.70,576,743,3778,-46,-78,9,4.49,-9.88,0
880,1/1/2000,0:0:0,70.00,31.70,606,711,3766,-37,-2,-54,4.49,-9.87,0
881,1/1/2000,0:0:0,70.00,31.70,564,723,3761,24,-70,-54,4.49,-9.87,0
882,1/1/2000,0:0:0,69.00,32.10,547,707,3878,-44,33,-74,4.50,-9.87,0
883,1/1/2000,0:0:0,69.00,32.10,636,710,3764,78,62,13,4.50,-9.87,0
884,1/1/2000,0:0:0,69.00,32.10,551,737,3827,35,-46,16,4.50,-9.87,0
885,1/1/2000,0:0:0,69.00,32.10,544,736,3747,-33,123,76,4.51,-9.87,0
886,1/1/2000,0:0:0,69.00,32.10,562,690,3726,51,119,103,4.51,-9.87,0
887,1/1/2000,0:0:0,69.00,32.10,560,699,3848,-12,5,64,4.51,-9.87,0
888,1/1/2000,0:0:0,69.00,32.10,579,686,3739,45,39,93,4.52,-9.86,0
889,1/1/2000,0:0:0,69.00,32.10,519,724,3773,41,-7,110,4.52,-9.86,0
890,1/1/2000,0:0:0,69.00,32.10,615,730,3720,41,53,70,4.52,-9.86,0
891,1/1/2000,0:0:0,69.00,32.10,572,707,3779,16,-102,48,4.53,-9.86,0
892,1/1/2000,0:0:0,69.00,32.10,593,703,3717,56,118,-43,4.53,-9.86,0
893,1/1/2000,0:0:0,69.00,32.10,538,728,3770,-5,-3,-56,4.53,-9.86,0
894,1/1/2000,0:0:0,69.00,32.10,524,722,3831,-11,29,-21,4.54,-9.85,0
895,1/1/2000,0:0:0,69.00,32.10,618,737,3741,108,33,16,4.54,-9.85,0
896,1/1/2000,0:0:0,69.00,32.10,543,730,3792,15,-126,2,4.55,-9.85,0
897,1/1/2000,0:0:0,69.00,32.10,615,712,3691,14,72,7,4.55,-9.85,0
898,1/1/2000,0:0:0,69.00,32.10,586,705,3760,-26,6,-71,4.55,-9.85,0
899,1/1/2000,0:0:0,69.00,32.10,521,716,3800,-168,140,-154,4.56,-9.85,0
900,1/1/2000,0:0:0,69.00,32.10,589,728,3817,-34,175,-99,4.56,-9.84,0
901,1/1/2000,0:0:0,69.00,32.10,571,702,3919,125,-11,-123,4.56,-9.84,0
902,1/1/2000,0:0:0,69.00,32.10,442,793,3712,50,232,-81,4.57,-9.84,0
903,1/1/2000,0:0:0,69.00,32.10,504,791,3846,63,-15,65,4.57,-9.83,0
904,1/1/2000,0:0:0,69.00,32.10,410,780,3885,140,-180,223,4.57,-9.83,0
905,1/1/2000,0:0:0,69.00,32.10,442,698,3845,388,-426,460,4.58,-9.83,0
906,1/1/2000,0:0:0,69.00,32.10,662,739,3557,499,122,462,4.59,-9.83,0
907,1/1/2000,0:0:0,69.00,32.10,710,803,3667,23,-85,164,4.60,-9.83,0
908,1/1/2000,0:0:0,69.00,32.10,537,760,3705,38,276,145,4.60,-9.83,0
909,1/1/2000,0:0:0,69.00,32.10,516,736,3726,-65,249,152,4.61,-9.83,0
910,1/1/2000,0:0:0,69.00,32.40,647,797,3744,-183,425,3,4.61,-9.82,0
911,1/1/2000,0:0:0,69.00,32.40,578,787,3764,-176,347,59,4.62,-9.82,0
912,1/1/2000,0:0:0,69.00,32.40,427,759,3913,-336,-95,65,4.62,-9.81,0
913,1/1/2000,0:0:0,69.00,32.40,499,682,3903,129,-73,81,4.62,-9.81,0
914,1/1/2000,0:0:0,69.00,32.40,543,730,3853,397,21,58,4.63,-9.80,0
915,1/1/2000,0:0:0,69.00,32.40,594,860,3685,260,-227,-48,4.63,-9.80,0
916,1/1/2000,0:0:0,69.00,32.40,441,854,3720,202,-164,121,4.64,-9.80,0
917,1/1/2000,0:0:0,69.00,32.40,441,952,3767,304,119,236,4.65,-9.80,0
918,1/1/2000,0:0:0,69.00,32.40,201,1041,3698,608,228,1009,4.66,-9.79,0
919,1/1/2000,0:0:0,69.00,32.40,267,1141,3396,278,1031,1815,4.67,-9.79,0
920,1/1/2000,0:0:0,69.00,32.40,357,1174,3762,-201,667,2169,4.67,-9.78,0
921,1/1/2000,0:0:0,69.00,32.40,57,1190,3610,628,666,2678,4.68,-9.76,0
922,1/1/2000,0:0:0,69.00,32.40,-1,1109,3941,-55,1229,3341,4.68,-9.75,0
923,1/1/2000,0:0:0,69.00,32.40,420,844,3936,353,878,3611,4.68,-9.73,0
924,1/1/2000,0:0:0,69.00,32.40,549,820,3912,808,878,3015,4.69,-9.71,0
925,1/1/2000,0:0:0,69.00,32.40,143,1017,3657,390,428,2739,4.69,-9.68,0
926,1/1/2000,0:0:0,69.00,32.40,200,972,3646,211,354,2744,4.69,-9.66,0
927,1/1/2000,0:0:0,69.00,32.40,417,965,3774,375,382,2263,4.69,-9.65,0
928,1/1/2000,0:0:0,69.00,32.40,588,904,3821,272,-121,1305,4.70,-9.63,0
929,1/1/2000,0:0:0,69.00,32.40,369,745,3953,209,40,475,4.70,-9.62,0
930,1/1/2000,0:0:0,69.00,32.40,402,851,3547,735,64,435,4.71,-9.60,0
931,1/1/2000,0:0:0,69.00,32.40,319,828,3612,-64,-272,232,4.71,-9.59,0
932,1/1/2000,0:0:0,69.00,32.40,387,748,3827,134,-4,49,4.72,-9.58,0
933,1/1/2000,0:0:0,69.00,32.40,281,950,3683,650,444,353,4.73,-9.57,0
934,1/1/2000,0:0:0,69.00,32.40,307,850,3701,322,128,868,4.74,-9.56,0
935,1/1/2000,0:0:0,69.00,32.40,600,714,3671,124,520,1195,4.75,-9.55,0
936,1/1/2000,0:0:0,69.00,32.40,853,643,3764,-227,311,855,4.75,-9.54,0
937,1/1/2000,0:0:0,68.00,32.70,719,647,3877,-306,222,525,4.76,-9.52,0
938,1/1/2000,0:0:0,68.00,32.70,783,680,3686,-342,-3,374,4.76,-9.51,0
939,1/1/2000,0:0:0,68.00,32.70,683,618,3809,-477,-360,249,4.76,-9.51,0
940,1/1/2000,0:0:0,68.00,32.70,521,687,4028,-342,-196,132,4.75,-9.50,0
941,1/1/2000,0:0:0,68.00,32.70,655,673,3754,142,-376,421,4.75,-9.50,0
942,1/1/2000,0:0:0,68.00,32.70,735,736,3719,-42,-446,255,4.75,-9.50,0
943,1/1/2000,0:0:0,68.00,32.70,602,741,3801,-349,-561,215,4.74,-9.50,0
944,1/1/2000,0:0:0,68.00,32.70,548,822,3667,-25,-496,227,4.74,-9.51,0
945,1/1/2000,0:0:0,68.00,32.70,465,855,3635,-48,-27,394,4.73,-9.52,0
946,1/1/2000,0:0:0,68.00,32.70,587,824,3742,-219,-47,275,4.73,-9.52,0
947,1/1/2000,0:0:0,68.00,32.70,659,789,3886,-10,-88,24,4.72,-9.53,0
948,1/1/2000,0:0:0,68.00,32.70,595,844,3705,220,-155,13,4.72,-9.54,0
949,1/1/2000,0:0:0,68.00,32.70,513,828,3564,7,-159,297,4.72,-9.54,0
950,1/1/2000,0:0:0,68.00,32.70,690,754,3765,-355,130,10,4.72,-9.55,0
951,1/1/2000,0:0:0,68.00,32.70,691,788,3851,11,206,-310,4.71,-9.55,0
952,1/1/2000,0:0:0,68.00,32.70,512,917,3840,435,400,106,4.71,-9.55,0
953,1/1/2000,0:0:0,68.00,32.70,524,704,3655,454,-307,-173,4.72,-9.56,0
954,1/1/2000,0:0:0,68.00,32.70,574,904,3490,13,366,-453,4.72,-9.55,0
955,1/1/2000,0:0:0,68.00,32.70,552,911,3760,-338,280,-438,4.72,-9.55,0
956,1/1/2000,0:0:0,68.00,32.70,482,828,4005,-114,211,-299,4.73,-9.55,0
957,1/1/2000,0:0:0,68.00,32.70,470,897,3790,98,228,-98,4.73,-9.54,0
958,1/1/2000,0:0:0,68.00,32.70,582,882,3659,11,-65,5,4.73,-9.54,0
959,1/1/2000,0:0:0,68.00,32.70,522,872,3828,-74,-73,-3,4.73,-9.54,0
960,1/1/2000,0:0:0,68.00,32.70,513,809,3740,0,-7,-84,4.74,-9.53,0
961,1/1/2000,0:0:0,68.00,32.70,522,794,3731,-40,-68,-237,4.74,-9.53,0
962,1/1/2000,0:0:0,68.00,32.70,434,789,3775,-83,-28,-238,4.74,-9.53,0
963,1/1/2000,0:0:0,68.00,32.70,503,851,3708,22,23,-88,4.74,-9.53,0
964,1/1/2000,0:0:0,68.00,32.70,599,753,3820,-25,23,-216,4.75,-9.52,0
965,1/1/2000,0:0:0,68.00,33.10,543,744,3681,61,5,-371,4.75,-9.52,0
966,1/1/2000,0:0:0,68.00,33.10,434,840,3751,-96,-255,-396,4.75,-9.52,0
967,1/1/2000,0:0:0,68.00,33.10,536,866,3708,-99,84,-244,4.76,-9.52,0
968,1/1/2000,0:0:0,68.00,33.10,517,814,3806,73,94,-303,4.76,-9.52,0
969,1/1/2000,0:0:0,68.00,33.10,521,844,3785,96,-100,-218,4.76,-9.52,0
970,1/1/2000,0:0:0,68.00,33.10,503,869,3731,4,-116,-39,4.77,-9.52,0
971,1/1/2000,0:0:0,68.00,33.10,475,813,3752,30,47,52,4.77,-9.51,0
972,1/1/2000,0:0:0,68.00,33.10,565,855,3646,49,325,91,4.78,-9.51,0
973,1/1/2000,0:0:0,68.00,33.10,503,814,3803,-140,-203,39,4.78,-9.51,0
974,1/1/2000,0:0:0,68.00,33.10,535,789,3848,62,177,0,4.79,-9.51,0
975,1/1/2000,0:0:0,68.00,33.10,542,830,3753,183,-29,12,4.79,-9.51,0
976,1/1/2000,0:0:0,68.00,33.10,575,849,3714,48,-64,-60,4.79,-9.50,0
977,1/1/2000,0:0:0,68.00,33.10,546,856,3720,38,-46,-109,4.80,-9.50,0
978,1/1/2000,0:0:0,68.00,33.10,438,815,3701,-94,130,-42,4.80,-9.50,0
979,1/1/2000,0:0:0,68.00,33.10,552,1004,3393,-573,942,202,4.81,-9.49,0
980,1/1/2000,0:0:0,68.00,33.10,479,813,4166,-845,-358,99,4.80,-9.49,0
981,1/1/2000,0:0:0,68.00,33.10,398,647,4139,38,-354,201,4.80,-9.49,0
982,1/1/2000,0:0:0,68.00,33.10,401,649,3816,744,-291,294,4.80,-9.49,0
983,1/1/2000,0:0:0,68.00,33.10,559,756,3611,438,-327,125,4.80,-9.49,0
984,1/1/2000,0:0:0,68.00,33.10,675,690,3737,-4,-598,-120,4.81,-9.49,0
985,1/1/2000,0:0:0,68.00,33.10,528,800,3683,130,-144,-282,4.81,-9.50,0
986,1/1/2000,0:0:0,68.00,33.10,500,894,3736,-41,-282,-73,4.81,-9.51,0
987,1/1/2000,0:0:0,68.00,33.10,659,783,3694,-90,-192,-147,4.82,-9.51,0
988,1/1/2000,0:0:0,68.00,33.10,620,768,3804,-276,-296,-263,4.82,-9.52,0
989,1/1/2000,0:0:0,68.00,33.10,633,809,3634,21,15,-289,4.82,-9.53,0
990,1/1/2000,0:0:0,68.00,33.10,560,766,3647,-68,22,-226,4.83,-9.53,0
991,1/1/2000,0:0:0,68.00,33.10,713,829,3571,-309,233,-335,4.83,-9.54,0
992,1/1/2000,0:0:0,68.00,33.10,625,728,3902,-478,-381,-576,4.83,-9.54,0
993,1/1/2000,0:0:0,67.00,33.40,342,760,3894,-41,57,-299,4.83,-9.55,0
994,1/1/2000,0:0:0,67.00,33.40,546,847,3836,124,391,192,4.83,-9.55,0
995,1/1/2000,0:0:0,67.00,33.40,856,641,3808,137,-541,105,4.83,-9.55,0
996,1/1/2000,0:0:0,67.00,33.40,346,844,3586,-24,36,192,4.83,-9.56,0
997,1/1/2000,0:0:0,67.00,33.40,615,771,3754,-279,224,437,4.83,-9.56,0
998,1/1/2000,0:0:0,67.00,33.40,598,919,3707,173,877,428,4.83,-9.56,0
999,1/1/2000,0:0:0,67.00,33.40,287,834,3948,91,209,1034,4.83,-9.55,0
1000,1/1/2000,0:0:0,67.00,33.40,711,521,3891,135,-21,1076,4.83,-9.55,0
1001,1/1/2000,0:0:0,67.00,33.40,957,598,3635,204,194,544,4.83,-9.55,0
1002,1/1/2000,0:0:0,67.00,33.40,711,556,3772,-5,-129,-208,4.83,-9.55,0
1003,1/1/2000,0:0:0,67.00,33.40,484,829,3667,122,99,-448,4.83,-9.54,0
1004,1/1/2000,0:0:0,67.00,33.40,306,892,3814,112,159,-41,4.83,-9.54,0
1005,1/1/2000,0:0:0,67.00,33.40,519,813,3858,249,-296,343,4.84,-9.54,0
1006,1/1/2000,0:0:0,67.00,33.40,582,727,3638,218,-468,364,4.84,-9.54,0
1007,1/1/2000,0:0:0,67.00,33.40,714,753,3641,128,89,186,4.85,-9.54,0
1008,1/1/2000,0:0:0,67.00,33.40,593,768,3821,-265,57,130,4.85,-9.54,0
1009,1/1/2000,0:0:0,67.00,33.40,720,754,3775,-229,145,69,4.85,-9.54,0
1010,1/1/2000,0:0:0,67.00,33.40,594,730,3810,-32,52,9,4.86,-9.54,0
1011,1/1/2000,0:0:0,67.00,33.40,661,777,3776,-194,-184,-65,4.86,-9.54,0
1012,1/1/2000,0:0:0,67.00,33.40,664,790,3717,-60,-83,-269,4.86,-9.54,0
1013,1/1/2000,0:0:0,67.00,33.40,550,763,3715,-126,1,-267,4.86,-9.54,0
1014,1/1/2000,0:0:0,67.00,33.40,731,719,3709,-206,-6,-287,4.86,-9.54,0
1015,1/1/2000,0:0:0,67.00,33.40,662,742,3702,-108,218,-369,4.86,-9.54,0
1016,1/1/2000,0:0:0,67.00,33.40,606,764,3750,-224,186,-222,4.86,-9.54,0
1017,1/1/2000,0:0:0,67.00,33.40,664,707,3838,-194,-247,-118,4.85,-9.54,0
1018,1/1/2000,0:0:0,67.00,33.40,501,659,3851,-102,-269,-192,4.85,-9.54,0
1019,1/1/2000,0:0:0,67.00,33.40,552,707,3787,-8,254,-202,4.85,-9.54,0
1020,1/1/2000,0:0:0,66.00,33.70,606,709,3757,28,94,10,4.85,-9.54,0
1021,1/1/2000,0:0:0,66.00,33.70,602,650,3849,51,-128,46,4.85,-9.54,0
1022,1/1/2000,0:0:0,66.00,33.70,528,723,3703,5,-114,97,4.85,-9.54,0
1023,1/1/2000,0:0:0,66.00,33.70,601,615,3727,-124,-199,152,4.85,-9.54,0
1024,1/1/2000,0:0:0,66.00,33.70,685,577,3852,-38,-170,12,4.85,-9.54,0
1025,1/1/2000,0:0:0,66.00,33.70,741,626,3737,-23,-125,-140,4.85,-9.55,0
1026,1/1/2000,0:0:0,66.00,33.70,705,627,3760,-88,-149,-371,4.85,-9.55,0
1027,1/1/2000,0:0:0,66.00,33.70,655,645,3820,-163,-32,-382,4.84,-9.55,0
1028,1/1/2000,0:0:0,66.00,33.70,600,687,3689,-63,66,-349,4.84,-9.55,0
1029,1/1/2000,0:0:0,66.00,33.70,614,649,3791,-107,-26,-294,4.84,-9.56,0
1030,1/1/2000,0:0:0,66.00,33.70,666,675,3776,34,-29,-206,4.84,-9.56,0
1031,1/1/2000,0:0:0,66.00,33.70,633,738,3655,-46,99,-179,4.84,-9.56,0
1032,1/1/2000,0:0:0,66.00,33.70,622,672,3806,-103,-106,50,4.84,-9.56,0
1033,1/1/2000,0:0:0,66.00,33.70,657,664,3792,-93,-37,30,4.84,-9.56,0
1034,1/1/2000,0:0:0,66.00,33.70,644,659,3754,-39,-64,73,4.84,-9.56,0
1035,1/1/2000,0:0:0,66.00,33.70,668,614,3733,-43,59,60,4.84,-9.57,0
1036,1/1/2000,0:0:0,66.00,33.70,701,629,3766,-109,79,-20,4.84,-9.57,0
1037,1/1/2000,0:0:0,66.00,33.70,659,581,3851,-131,-45,-82,4.84,-9.57,0
1038,1/1/2000,0:0:0,66.00,33.70,661,604,3835,-28,-13,-114,4.84,-9.57,0
1039,1/1/2000,0:0:0,66.00,33.70,630,598,3738,-120,4,-150,4.84,-9.57,0
1040,1/1/2000,0:0:0,66.00,33.70,672,633,3770,-27,47,-107,4.83,-9.57,0
1041,1/1/2000,0:0:0,66.00,33.70,619,555,3856,-66,-23,-153,4.83,-9.57,0
1042,1/1/2000,0:0:0,66.00,33.70,673,637,3755,3,-32,-94,4.83,-9.57,0
1043,1/1/2000,0:0:0,66.00,33.70,676,626,3757,-12,-124,-17,4.83,-9.57,0
1044,1/1/2000,0:0:0,66.00,33.70,659,581,3812,-9,-21,-69,4.83,-9.57,0
1045,1/1/2000,0:0:0,66.00,33.70,661,587,3761,-31,35,-122,4.83,-9.57,0
1046,1/1/2000,0:0:0,66.00,33.70,616,585,3755,-138,81,-103,4.83,-9.57,0
1047,1/1/2000,0:0:0,63.00,34.00,570,592,3841,-142,10,-8,4.83,-9.57,0
1048,1/1/2000,0:0:0,63.00,34.00,669,610,3785,-65,123,48,4.83,-9.57,0
1049,1/1/2000,0:0:0,63.00,34.00,655,539,3778,10,18,35,4.82,-9.57,0
1050,1/1/2000,0:0:0,63.00,34.00,637,580,3807,-93,-48,-34,4.82,-9.57,0
1051,1/1/2000,0:0:0,63.00,34.00,631,537,3734,-75,67,-35,4.82,-9.57,0
1052,1/1/2000,0:0:0,63.00,34.00,601,541,3833,22,-76,-22,4.82,-9.57,0
1053,1/1/2000,0:0:0,63.00,34.00,619,544,3760,48,27,3,4.82,-9.57,0
1054,1/1/2000,0:0:0,63.00,34.00,624,541,3716,8,28,-33,4.82,-9.57,0
1055,1/1/2000,0:0:0,63.00,34.00,588,492,3856,-40,-95,-86,4.82,-9.57,0
1056,1/1/2000,0:0:0,63.00,34.00,618,570,3768,16,15,-71,4.82,-9.57,0
1057,1/1/2000,0:0:0,63.00,34.00,622,546,3796,44,-21,-60,4.82,-9.57,0
1058,1/1/2000,0:0:0,63.00,34.00,586,561,3830,17,15,-17,4.82,-9.57,0
1059,1/1/2000,0:0:0,63.00,34.00,625,584,3714,40,93,37,4.82,-9.57,0
1060,1/1/2000,0:0:0,63.00,34.00,655,551,3779,-10,-3,-9,4.82,-9.57,0
1061,1/1/2000,0:0:0,63.00,34.00,592,561,3791,2,-6,-3,4.82,-9.57,0
1062,1/1/2000,0:0:0,63.00,34.00,623,539,3765,29,29,-31,4.82,-9.57,0
